"Query ID","Precision","Recall","F-Score","Average Precision","nDCG"
192,0.4,0.8,0.533333333333333,1,1
146,0.3,1,0.461538461538462,1,1
173,0.3,1,0.461538461538462,1,1
100,0.3,0.3,0.3,1,1
4,0.2,0.666666666666667,0.307692307692308,1,1
17,0.2,0.666666666666667,0.307692307692308,1,1
102,0.2,0.4,0.266666666666667,1,1
198,0.2,0.4,0.266666666666667,1,1
145,0.2,0.25,0.222222222222222,1,1
